#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
    71.4       0.853339       -2.96386        12.5016       0.672126
    71.5       0.441489       -1.16629        4.50886       0.671378
    71.6     -0.0969926        1.07233        -5.5582       0.670629
    71.7      -0.511707        2.47991       -10.8757       0.669881
    71.8      -0.704877        2.90589        -10.763       0.669132
    71.9      -0.670057         2.4479       -9.26896       0.668383
      72      -0.492797        1.21018        1.11471       0.667634
    72.1      -0.406046        1.41827       -2.12251       0.666885
    72.2      -0.281636        2.03714       -14.9322       0.666135
    72.3       0.172928      -0.250945        1.51593       0.665385
    72.4       0.635605        -2.1231        7.30969       0.664635
    72.5       0.917703       -3.54754        16.0408       0.663885
    72.6       0.826495       -3.32505        17.5883       0.663135
    72.7       0.340626      -0.438347       -2.69057       0.662384
    72.8     -0.0661469        1.29487       -8.22708       0.661634
    72.9      -0.222472        1.71835       -10.0234       0.660883
      73      -0.137491       0.825706       -4.48305       0.660132
    73.1     0.00590614      -0.578676        8.33572        0.65938
    73.2     -0.0904845        0.20502        1.03009       0.658629
    73.3      -0.238185        1.34753       -7.79423       0.657878
    73.4      -0.202342        1.11859       -5.34173       0.657126
    73.5     -0.0389994       0.248283       -0.30047       0.656374
    73.6       0.116104      -0.348609        1.37981       0.655622
    73.7       0.212621      -0.675521        1.90591        0.65487
    73.8       0.241636      -0.918511        3.21514       0.654117
    73.9       0.144772      -0.518138        3.16565       0.653365
      74     -0.0275584       0.454777       -2.62359       0.652612
    74.1      -0.111298       0.594476        -1.7463       0.651859
    74.2       -0.14271       0.733798       -3.51279       0.651106
    74.3      -0.106478       0.666676       -2.80979       0.650353
    74.4      0.0128837       0.196738       -1.63441         0.6496
    74.5       0.164332      -0.603865        3.63929       0.648847
    74.6       0.223024       -0.56961       0.858206       0.648093
    74.7        0.25053       -0.60601       0.531476       0.647339
    74.8       0.256223      -0.778448        3.06137       0.646586
    74.9       0.178778      -0.476671        2.65077       0.645832
      75      0.0566157      0.0370945      -0.948595       0.645078
    75.1     -0.0344269       0.132013     -0.0526707       0.644323
    75.2        -0.1481       0.549572      -0.793152       0.643569
    75.3      -0.251466        1.29732       -6.23058       0.642815
    75.4      -0.191178        1.25225       -7.21227        0.64206
    75.5      0.0611131       0.241015       -2.13008       0.641305
    75.6        0.40722       -1.32695        5.74379       0.640551
    75.7       0.654773       -2.41707         11.267       0.639796
    75.8       0.657282       -1.86515        5.52542       0.639041
    75.9       0.577843       -1.05573      -0.280918       0.638286
      76       0.592493       -1.12122      -0.648336       0.637531
    76.1       0.713563       -2.21798        5.63495       0.636775
    76.2       0.731253         -3.261        17.4554        0.63602
    76.3       0.371378        -1.5688         6.1845       0.635265
    76.4      -0.112576       0.636395       -4.89088       0.634509
    76.5      -0.427349        1.70508       -7.94694       0.633753
    76.6      -0.498072        1.55698       -6.64486       0.632998
    76.7      -0.420044       0.550532        2.59639       0.632242
    76.8      -0.421643       0.579554        1.99344       0.631486
    76.9       -0.49404        1.45634       -5.18686        0.63073
      77       -0.43736        1.59879       -6.46198       0.629974
    77.1      -0.179461       0.885178       -8.73244       0.629218
    77.2       0.250841       -1.53307        7.87278       0.628462
    77.3       0.462883       -2.49761        12.1917       0.627705
    77.4        0.33336        -1.6007        7.32817       0.626949
    77.5      0.0528952     -0.0751413       -2.41009       0.626192
    77.6      -0.137381       0.522633       -3.33545       0.625436
    77.7      -0.213489       0.604382      -0.947717       0.624679
    77.8      -0.191741       0.591312       -4.89761       0.623923
    77.9     -0.0486844      -0.578146        4.52636       0.623166
      78     -0.0306206      -0.706533        6.07762        0.62241
    78.1      -0.159926       0.227296      -0.999236       0.621653
    78.2      -0.239833       0.624563       -4.91557       0.620896
    78.3      -0.216904      0.0531343        2.04208       0.620139
    78.4      -0.266315       0.290116       0.664593       0.619382
    78.5      -0.358137       0.693152       -2.33469       0.618625
    78.6      -0.457819       0.778996        1.72908       0.617868
    78.7      -0.634969        2.15123       -10.2629       0.617111
    78.8      -0.618113        2.30786       -10.5557       0.616354
    78.9      -0.331272        1.01968       -3.71519       0.615597
      79      0.0726088      -0.863782        5.44131        0.61484
    79.1       0.347338       -1.93676        9.37827       0.614083
    79.2       0.387446       -1.57107        5.65872       0.613326
    79.3       0.333111      -0.914917     -0.0353648       0.612569
    79.4        0.31945       -1.28023        5.43914       0.611812
    79.5       0.224686       -1.00941        2.00834       0.611055
    79.6      0.0720643      -0.829111        3.87953       0.610297
    79.7      -0.185519      -0.305095        5.08822        0.60954
    79.8      -0.598682        1.37115       -1.83486       0.608783
    79.9      -0.993685        3.32261        -13.221       0.608026
      80        -1.0942        3.59559        -13.616       0.607268
    80.1      -0.902859        2.61011       -8.98408       0.606511
    80.2      -0.568287        1.04306       0.171161       0.605754
    80.3      -0.295959        0.11137        3.78476       0.604997
    80.4      -0.174521       0.243267       0.325573       0.604239
    80.5      -0.114672       0.825528       -5.40178       0.603482
    80.6      0.0696793       0.588273        -6.3945       0.602725
    80.7       0.430147       -1.11929        3.34636       0.601968
    80.8       0.722534       -2.70166        11.7208       0.601211
    80.9       0.699471       -2.60478        10.5355       0.600453
      81       0.388587       -1.10118        3.08948       0.599696
    81.1      0.0126396       0.522231       -4.13075       0.598939
    81.2      -0.229981        1.36115       -7.03991       0.598182
    81.3      -0.264461        1.07598       -3.54322       0.597425
    81.4      -0.188001       0.454754      -0.402089       0.596668
    81.5     -0.0990037     -0.0308067        1.38607       0.595911
    81.6     -0.0403807      -0.375713         2.5511       0.595154
    81.7     -0.0618155      -0.484481        5.06606       0.594397
    81.8      -0.222461        0.49778       -1.97977        0.59364
    81.9      -0.349948        1.02809       -3.69394       0.592883
      82      -0.386438       0.919864       -2.07028       0.592126
    82.1      -0.422371        0.95616      -0.669314       0.591369
    82.2       -0.48898        1.50753       -3.34454       0.590613
    82.3       -0.48706        2.07584       -9.36521       0.589856
    82.4      -0.263882        1.40202       -6.96898       0.589099
    82.5       0.141105      -0.243623        1.27504       0.588343
    82.6       0.544769       -1.63924        5.39249       0.587586
    82.7       0.846176       -2.74613        9.79659        0.58683
    82.8       0.935299        -3.0854        12.2455       0.586073
    82.9       0.764519       -1.98472        2.89807       0.585317
      83       0.527384       -1.23418        3.83514       0.584561
    83.1       0.267451      -0.169003       -2.64599       0.583804
    83.2       0.103932     -0.0846333      0.0515569       0.583048
    83.3     -0.0336442      -0.296847         4.3048       0.582292
    83.4      -0.296038       0.515096        1.24184       0.581536
    83.5      -0.638755        2.18668       -7.22941        0.58078
    83.6       -0.83642        3.33472       -13.7895       0.580024
    83.7      -0.707571        2.91812       -14.1745       0.579269
    83.8      -0.279702       0.646307         1.2011       0.578513
    83.9      0.0874595      -0.665073        5.84897       0.577757
      84       0.277949      -0.870986        3.63494       0.577002
    84.1       0.373189      -0.805293         1.1586       0.576246
    84.2       0.451578      -0.950215        1.56675       0.575491
    84.3       0.517741       -1.26334        2.57767       0.574736
    84.4       0.519307       -1.61903         6.6157       0.573981
    84.5       0.326873      -0.963862        8.20241       0.573226
    84.6     -0.0384548        1.38488       -7.70922       0.572471
    84.7      -0.178079        2.48344       -15.6174       0.571716
    84.8       0.111973        1.10351       -8.02422       0.570961
    84.9        0.62577       -1.41547        5.12047       0.570206
      85        1.00824       -3.03287        11.3928       0.569452
    85.1        1.08649       -3.16881        12.0102       0.568698
    85.2       0.875302       -1.87175        5.84475       0.567943
    85.3       0.596934      -0.224993       -5.72564       0.567189
    85.4       0.530183      -0.229399       -3.83462       0.566435
    85.5       0.627031       -1.22708        4.02929       0.565681
    85.6       0.672537       -1.86271         8.7445       0.564927
    85.7       0.508218       -1.00993         3.6569       0.564174
    85.8       0.291356       0.347523       -6.77102        0.56342
    85.9       0.279495       0.046089       -2.17692       0.562667
      86       0.382236      -0.612856       0.640898       0.561913
    86.1       0.510254       -1.40358        4.86497        0.56116
    86.2       0.529602       -1.66359        7.97232       0.560407
    86.3       0.388575      -0.815199         1.0183       0.559654
    86.4       0.251708      -0.365045      -0.527185       0.558901
    86.5       0.154172      -0.176158      -0.803659       0.558149
    86.6      0.0940772       -0.24901         1.0893       0.557396
    86.7      0.0208587      -0.254651        2.94527       0.556644
    86.8      -0.119046       0.439047       -1.81564       0.555892
    86.9      -0.219945       0.840469       -2.51787        0.55514
      87      -0.245759        1.12496       -4.95571       0.554388
    87.1      -0.142717        1.00991       -5.73006       0.553636
    87.2       0.126034     0.00533445      -0.300079       0.552885
    87.3       0.454391       -1.07917        2.34764       0.552133
    87.4       0.772176       -2.21368        5.16677       0.551382
    87.5        1.01456       -3.67283        14.3178       0.550631
    87.6        0.94145       -3.58727        14.9518        0.54988
    87.7       0.509192       -1.50154        4.94415       0.549129
    87.8      0.0107718       0.787676       -7.84725       0.548379
    87.9      -0.254024        1.25505       -6.08539       0.547628
      88      -0.337835       0.941867       -2.56021       0.546878
    88.1        -0.3814       0.635665        1.09117       0.546128
    88.2      -0.478445        1.00165        -1.3916       0.545378
    88.3      -0.574731        1.58376       -3.64091       0.544629
    88.4      -0.564129        2.08609       -9.84343       0.543879
    88.5       -0.29495       0.953111       -4.93017        0.54313
    88.6      0.0878688       -1.01912        5.82843       0.542381
    88.7        0.26681       -1.93786        14.2402       0.541632
    88.8      0.0834444      -0.161741     -0.0354986       0.540883
    88.9     -0.0963791        1.35456       -10.2106       0.540134
      89       0.017925       0.849556       -5.99986       0.539386
    89.1       0.346623      -0.742178       0.740701       0.538638
    89.2       0.658816       -2.49472        9.56272        0.53789
    89.3       0.647787       -2.79639        16.6983       0.537142
    89.4       0.206812      0.0878853       -4.66766       0.536395
    89.5      -0.121583        1.69128       -13.0176       0.535647
    89.6     -0.0891503        0.80967        -5.0173         0.5349
    89.7      0.0772424      -0.695089        5.61839       0.534153
    89.8      0.0891011       -1.15808         8.0658       0.533407
    89.9       -0.14412       -0.39333        4.22421        0.53266
      90      -0.549117        1.27551        -4.9979       0.531914
    90.1      -0.934122        2.69432       -9.98099       0.531168
    90.2       -1.13433        3.23256       -12.4255       0.530422
    90.3       -1.09529        2.28792       -3.72245       0.529676
    90.4       -1.05307        1.67575        2.85433       0.528931
    90.5       -1.15688         2.8541       -7.69216       0.528186
    90.6       -1.13506        3.52189       -14.1601       0.527441
    90.7      -0.765342        2.17073       -9.65269       0.526696
    90.8      -0.173141      -0.557995        4.52891       0.525951
    90.9       0.287939       -2.37808         11.972       0.525207
      91       0.445918       -2.95275        15.7646       0.524463
    91.1       0.240346        -1.7222        7.44741       0.523719
    91.2      -0.169242       0.337553       -2.12084       0.522976
    91.3      -0.526147        2.00762       -10.3157       0.522232
    91.4        -0.6272        1.94291       -6.91627       0.521489
    91.5      -0.587516        1.40533       -2.80368       0.520747
    91.6      -0.539719        1.18681       -1.76063       0.520004
    91.7      -0.497607        1.15011        -2.8576       0.519262
    91.8      -0.445146        1.26182       -4.39955        0.51852
    91.9      -0.324656        1.10361       -4.82065       0.517778
      92     -0.0997156      0.0927738       0.362701       0.517036
    92.1      0.0935697      -0.740236         4.5243       0.516295
    92.2       0.148643      -0.627748        2.46797       0.515554
    92.3        0.14454      -0.425253        0.74424       0.514813
    92.4       0.145013      -0.510586        1.40652       0.514073
    92.5       0.114446      -0.362749       0.849021       0.513332
    92.6      0.0676282     -0.0623768      -0.815718       0.512592
    92.7      0.0649357      -0.247476        1.25617       0.511853
    92.8      0.0406317      -0.445752         3.5465       0.511113
    92.9     -0.0865532      0.0140329        1.80035       0.510374
      93       -0.27888        1.19463       -6.41736       0.509635
    93.1      -0.337881        1.64892       -8.91283       0.508896
    93.2       -0.16402       0.607669       -1.58434       0.508158
    93.3      0.0696949      -0.622512        3.35698        0.50742
    93.4       0.169014        -1.2443        8.23687       0.506682
    93.5      0.0183095      -0.334038        2.59203       0.505945
    93.6      -0.236588       0.983113       -4.73441       0.505208
    93.7      -0.402402        1.64299       -6.97777       0.504471
    93.8      -0.417136        1.68011       -6.58049       0.503734
    93.9      -0.281002        1.20601       -6.34547       0.502998
      94     -0.0221114      -0.189069        3.94904       0.502262
    94.1       0.145524      -0.542023        2.28253       0.501526
    94.2       0.244493      -0.642457        1.37907        0.50079
    94.3       0.338844      -0.844246      -0.795534       0.500055
    94.4       0.460054       -1.84707        8.53538        0.49932
    94.5       0.430162        -1.9685        7.79073       0.498586
    94.6       0.197386       -1.35769        8.36954       0.497852
    94.7      -0.227001       0.616467       -2.10617       0.497118
    94.8      -0.585452        1.95958       -6.42487       0.496384
    94.9      -0.768426         2.6689       -11.4169       0.495651
      95      -0.716297        2.37869       -8.46088       0.494918
    95.1      -0.460596        1.16919       -1.07804       0.494185
    95.2      -0.184614      0.0344379        4.56746       0.493453
    95.3     -0.0653373       0.335717      -0.434603        0.49272
    95.4      0.0223775        1.18905       -9.48948       0.491989
    95.5        0.35776       0.275525       -6.33224       0.491257
    95.6       0.870911       -1.95692        5.90234       0.490526
    95.7        1.24324       -3.02235        7.25842       0.489795
    95.8        1.45401       -3.73755        10.5795       0.489065
    95.9        1.45929        -3.9761         14.953       0.488335
      96        1.19005       -2.52982        4.95065       0.487605
    96.1       0.875988       -1.27462        1.15696       0.486876
    96.2        0.66204      -0.457289       -3.00489       0.486146
    96.3       0.647812      -0.843243      -0.260783       0.485418
    96.4       0.699594       -1.72434        9.32961       0.484689
    96.5       0.600337      -0.885316      -0.477351       0.483961
    96.6       0.529357      -0.610302       0.420471       0.483233
    96.7       0.512225      -0.298433       -3.85492       0.482506
    96.8       0.640825       -1.08269       0.249173       0.481779
    96.9        0.78278       -2.52034        13.4129       0.481052
      97       0.600088       -1.72908        8.32219       0.480326
    97.1       0.181873       0.535838       -4.80654         0.4796
    97.2      -0.102826        2.04195       -13.6104       0.478874
    97.3    -0.00955961        1.36646       -8.59292       0.478149
    97.4        0.35674       -0.60921        1.76151       0.477424
    97.5       0.717827         -2.402        10.7605       0.476699
    97.6       0.838399       -2.82473         12.212       0.475975
    97.7       0.691331       -1.89103        6.18881       0.475251
    97.8       0.432894      -0.407609       -3.39741       0.474527
    97.9       0.309072     -0.0248667       -4.32116       0.473804
      98       0.350463       -1.01304        4.72076       0.473081
    98.1       0.309102       -1.43714        8.17372       0.472359
    98.2      0.0542086      -0.483179        3.52751       0.471637
    98.3      -0.306395        1.14106       -5.37657       0.470915
    98.4       -0.56302        2.06608       -8.43329       0.470194
    98.5      -0.632509        2.19065       -8.31254       0.469473
    98.6      -0.517258        1.43624       -2.76012       0.468752
    98.7      -0.352064       0.640265        2.34532       0.468032
    98.8      -0.269625       0.998598        -4.3717       0.467312
    98.9       -0.11267       0.841248       -3.90537       0.466592
      99       0.163678        0.15374       -3.49531       0.465873
    99.1       0.536805       -1.40998        3.71268       0.465155
    99.2       0.826761       -2.95749        13.3786       0.464436
    99.3       0.799323       -2.61009        9.30669       0.463718
    99.4        0.54263       -1.33093        3.62295       0.463001
    99.5       0.240796     -0.0625893        -2.6592       0.462284
    99.6      0.0373371       0.376551       -2.65104       0.461567
    99.7     -0.0969559       0.408802        2.48918       0.460851
    99.8      -0.254135        1.54901       -9.32608       0.460135
    99.9      -0.194643        1.24047       -7.46052       0.459419
     100      0.0539727      -0.397719        6.12194       0.458704
   100.1       0.181556      -0.722497        4.54314       0.457989
   100.2       0.189538      -0.446102       0.463381       0.457275
   100.3       0.164397      -0.264315     0.00286564       0.456561
   100.4       0.144628      -0.167081       -1.56442       0.455847
   100.5       0.138647      -0.560828        4.15715       0.455134
   100.6     0.00339908      0.0289971       0.950974       0.454421
   100.7      -0.194562        1.01305       -4.51177       0.453709
   100.8      -0.314533        1.65143       -7.57426       0.452997
   100.9      -0.242093        1.35041       -6.95027       0.452285
     101       0.013381     -0.0121823       -1.69617       0.451574
   101.1        0.26028       -1.63349        10.2865       0.450864
   101.2       0.234582       -1.49356        8.22808       0.450153
   101.3     -0.0239823      -0.364014        2.15364       0.449443
   101.4       -0.36683        1.13011       -6.29689       0.448734
   101.5      -0.591014        1.79734       -8.10401       0.448025
   101.6      -0.621591        1.16339       -2.49011       0.447316
   101.7      -0.628088       0.370498        4.53946       0.446608
   101.8      -0.841837        1.07545        4.17544         0.4459
   101.9       -1.21005        3.26239       -10.9784       0.445193
     102       -1.37075        4.29505       -18.0835       0.444486
   102.1       -1.14988        3.32283         -12.23        0.44378
   102.2      -0.674022        1.16271     -0.0391016       0.443074
   102.3      -0.205532      -0.714751        6.28216       0.442368
   102.4      0.0554889        -1.5485          10.54       0.441663
   102.5      0.0376005       -0.55713        1.87898       0.440958
   102.6    -0.00471078       0.234286       -5.45531       0.440254
   102.7       0.120703      -0.586491      -0.349189        0.43955
   102.8        0.26111       -2.11433         14.258       0.438847
   102.9       0.048871       -1.36104        11.4519       0.438144
     103      -0.469644        1.51985       -6.26734       0.437441
   103.1       -0.84766        3.63321       -18.4984       0.436739
   103.2      -0.789944        3.12262       -13.4293       0.436037
   103.3      -0.447954        1.37786       -2.90595       0.435336
   103.4     -0.0823996       0.031347        1.81585       0.434636
   103.5       0.194215      -0.873557        4.86434       0.433935
   103.6        0.32258      -0.992004         3.2096       0.433235
   103.7       0.362139      -0.717265      -0.162601       0.432536
   103.8       0.425529        -1.0456        2.10279       0.431837
   103.9       0.461541       -1.49828        5.70487       0.431139
     104       0.366123       -1.13211        3.34729       0.430441
   104.1       0.189184      -0.575863        2.58873       0.429743
   104.2     -0.0226592       0.251092       -2.10629       0.429046
   104.3      -0.182665        0.91868       -4.57256        0.42835
   104.4      -0.187938       0.795378       -4.49423       0.427653
   104.5     -0.0482535      -0.492086        4.78205       0.426958
   104.6     -0.0295219       -0.68235        5.06154       0.426262
   104.7      -0.167038       0.109341       0.845582       0.425568
   104.8      -0.323006       0.948389        -5.1666       0.424873
   104.9      -0.371105        1.01605        -4.1323        0.42418
     105      -0.325629       0.707955       -2.16062       0.423486
   105.1      -0.226347      0.0973124         1.9846       0.422793
   105.2      -0.165807     -0.0327196       0.647369       0.422101
   105.3      -0.132201      -0.245738        4.31796       0.421409
   105.4      -0.166517       0.290844      -0.392171       0.420718
   105.5       -0.15785       0.732411       -4.70039       0.420027
   105.6     0.00916369       0.191353       -2.26195       0.419336
   105.7        0.29017      -0.812978         1.1025       0.418646
   105.8       0.615007        -2.1207         7.2572       0.417957
   105.9       0.853919       -3.08477        8.64143       0.417268
     106       0.896011       -3.93914         20.542       0.416579
   106.1       0.509758       -1.80317        5.40471       0.415891
   106.2      0.0261103       0.312537       -4.83855       0.415204
   106.3      -0.299177         1.0905       -5.13171       0.414517
   106.4      -0.491119        1.40507       -4.53618        0.41383
   106.5       -0.58569         1.1852        1.22519       0.413144
   106.6        -0.7308        1.94168       -2.61159       0.412458
   106.7      -0.834708        3.46506       -16.9269       0.411773
   106.8      -0.537707         2.4504       -11.0552       0.411089
   106.9       0.036568     -0.0958175        3.03276       0.410405
     107       0.511477       -1.49076        5.55652       0.409721
   107.1       0.794676       -1.85275        6.16487       0.409038
   107.2       0.964014       -1.66443        1.56271       0.408355
   107.3        1.15916       -2.21372        3.73942       0.407673
   107.4        1.31682       -2.65065        5.16739       0.406992
   107.5        1.41574       -2.74378        3.42709       0.406311
   107.6        1.51869       -3.73764        11.6725        0.40563
   107.7        1.40801       -3.81015         14.033        0.40495
   107.8       0.992794       -1.81916          1.513       0.404271
   107.9       0.591673      -0.433569       -1.87464       0.403592
     108       0.339657    -0.00131375       -1.72538       0.402913
   108.1       0.187302       0.180308       -1.57873       0.402235
   108.2       0.100671       0.255825       -1.35896       0.401558
   108.3       0.061342       -0.05078        2.57065       0.400881
   108.4     -0.0364939        0.25263     -0.0874515       0.400204
   108.5      -0.166079         1.0339        -6.0495       0.399528
   108.6      -0.159889       0.923774       -5.21233       0.398853
   108.7     -0.0191769      -0.220761        4.04689       0.398178
   108.8       0.028927      -0.465688        4.43883       0.397503
   108.9     -0.0552357       0.180309       0.363796        0.39683
     109      -0.156407        1.12882        -6.9781       0.396156
   109.1     -0.0835503        1.07541         -6.671       0.395483
   109.2       0.200507     -0.0634679       -1.93557       0.394811
   109.3        0.58955       -2.03679        8.47559       0.394139
   109.4        0.81393       -3.26935         15.232       0.393468
   109.5       0.681148       -2.35252        7.67481       0.392798
   109.6       0.362597       -1.01858        3.38068       0.392127
   109.7     -0.0102382        0.25408       -1.19539       0.391458
   109.8       -0.37259        1.73422       -9.96259       0.390789
   109.9      -0.550022        2.04604       -6.47211        0.39012
     110      -0.575292        1.70616       -3.01996       0.389452
   110.1      -0.582284        1.46484     -0.0793303       0.388785
   110.2      -0.660466        2.50146       -9.52281       0.388118
   110.3      -0.566173         2.8558       -16.4747       0.387451
   110.4      -0.128109       0.695554       -2.42025       0.386785
   110.5       0.328119       -1.36129        8.27053        0.38612
   110.6       0.547978       -1.89068         7.6711       0.385455
   110.7       0.570115       -1.70462        6.96805       0.384791
   110.8       0.455571      -0.730784      -0.278524       0.384128
   110.9       0.392691      -0.521499       -1.31813       0.383464
     111       0.387656       -1.01491        4.26816       0.382802
   111.1       0.277148      -0.696834        4.62101        0.38214
   111.2      0.0790839       0.343155       -2.89247       0.381478
   111.3       -0.06021       0.796556        -2.8151       0.380817
   111.4      -0.127858        1.17785       -5.04786       0.380157
   111.5     -0.0730196         1.0947       -5.55735       0.379497
   111.6       0.112697       0.418986       -3.27339       0.378838
   111.7       0.367505       -0.62862       0.408396       0.378179
   111.8       0.572768       -1.73819        8.72391       0.377521
   111.9       0.563705       -1.39689        4.19752       0.376863
     112       0.435055      -0.687926      -0.495075       0.376206
   112.1       0.301984      -0.568013         2.4692        0.37555
   112.2       0.107011      0.0639975       -1.74913       0.374894
   112.3     -0.0994613       0.662293       -2.50547       0.374239
   112.4      -0.270539        1.17863       -5.13774       0.373584
   112.5      -0.366978        1.02382     -0.0726999        0.37293
   112.6      -0.490533        1.76224       -7.73914       0.372276
   112.7      -0.480726        1.79686       -9.44298       0.371623
   112.8      -0.281652       0.268224        3.01636        0.37097
   112.9      -0.163318      -0.488864        5.86443       0.370318
     113      -0.214887      -0.162186        0.19066       0.369667
   113.1      -0.352113      -0.166609        5.40621       0.369016
   113.2      -0.687761        1.12707       0.289856       0.368366
   113.3       -1.12037        3.48382       -12.9929       0.367716
   113.4       -1.29105        4.58831       -19.4994       0.367067
   113.5       -1.00245         3.1059       -11.3827       0.366419
   113.6      -0.485542       0.536099        3.16963       0.365771
   113.7      -0.104671      -0.830944        7.98579       0.365123
   113.8      0.0104086      -0.516534        4.44787       0.364476
   113.9    -0.00338368       0.956342       -9.07225        0.36383
     114       0.240253       0.498605       -8.55766       0.363185
   114.1       0.769559       -2.30501        6.77082        0.36254
   114.2        1.14634        -4.5621        21.0377       0.361895
   114.3        1.01042       -3.64491        14.2858       0.361251
   114.4       0.575488       -1.52798         2.5139       0.360608
   114.5       0.141201       0.123123       -4.48939       0.359965
   114.6      -0.139338          0.819       -3.77465       0.359323
   114.7      -0.251928       0.742189       -2.15125       0.358681
   114.8      -0.291507       0.254076        3.77767        0.35804
   114.9      -0.427599        1.06913       -1.02842         0.3574
     115      -0.527846        2.32731       -11.9951        0.35676
   115.1      -0.289802        1.51271        -10.108       0.356121
   115.2       0.226758       -1.19386        5.25013       0.355482
   115.3       0.594168       -3.03427        16.3046       0.354844
   115.4       0.541264       -2.34701        9.85033       0.354207
   115.5       0.234962      -0.642818    -0.00234573        0.35357
   115.6     -0.0543533       0.516936       -3.15922       0.352934
   115.7      -0.214341         1.2315        -6.9901       0.352298
   115.8      -0.146978          0.757       -5.19505       0.351663
   115.9      0.0837391       -0.97072        7.40138       0.351029
     116       0.129786       -1.11938        7.56038       0.350395
   116.1     -0.0179692        0.23403       -3.65789       0.349762
   116.2     -0.0560554       0.520377       -5.33564       0.349129
   116.3       0.081184      -0.540779        1.25423       0.348497
   116.4       0.186581       -1.70136         11.238       0.347866
   116.5     0.00103646      -0.898495        6.20937       0.347235
   116.6      -0.375354       0.996265       -4.48346       0.346605
   116.7      -0.666863        2.32915       -10.5689       0.345975
   116.8      -0.685373        2.15288        -8.9607       0.345346
   116.9      -0.476998       0.736528      -0.733061       0.344717
     117      -0.291395      -0.369109         8.3171        0.34409
   117.1      -0.308464       0.624485       -2.69293       0.343462
   117.2      -0.253676       0.734993       -2.23595       0.342836
   117.3      -0.081229       0.161483        -1.3241        0.34221
   117.4       0.125712      -0.472897       0.665944       0.341584
   117.5       0.321482       -1.14535        4.39486        0.34096
   117.6       0.446303       -1.61602        5.92793       0.340336
   117.7       0.437976       -1.34933        2.25449       0.339712
   117.8       0.367365       -1.24588        5.05928       0.339089
   117.9       0.216615      -0.957214        5.36578       0.338467
     118     -0.0545765       0.167461       -1.42488       0.337845
   118.1       -0.33247        1.46071       -5.62345       0.337224
   118.2      -0.451132        2.27235       -10.4468       0.336604
   118.3      -0.266935        1.37525       -5.78889       0.335984
   118.4      0.0692636      -0.107459        1.37898       0.335364
   118.5       0.368988       -1.02365        2.87138       0.334746
   118.6       0.594645        -1.8061        7.35092       0.334128
   118.7       0.678198       -1.77215        4.61524       0.333511
   118.8       0.677716       -1.56852        1.96325       0.332894
   118.9       0.639597       -1.69459        5.38289       0.332278
     119       0.483597        -1.2781        4.62883       0.331662
   119.1       0.194902      -0.164272       0.881959       0.331047
   119.2      -0.119134        1.40572       -8.56926       0.330433
   119.3       -0.20781        1.57733       -8.77169       0.329819
   119.4     -0.0677296        0.38188      -0.489429       0.329206
   119.5      0.0679893      -0.414302        2.45872       0.328594
   119.6      0.0908993      -0.699548        5.58755       0.327982
   119.7     -0.0477003     0.00379965       0.926905       0.327371
   119.8      -0.235654        1.04032       -6.10857       0.326761
   119.9      -0.293547        1.25041       -7.17922       0.326151
     120      -0.179772       0.262522       0.692811       0.325542
   120.1     -0.0897899      -0.607788        8.68377       0.324933
   120.2      -0.230474       0.394749       0.525287       0.324325
   120.3      -0.412335        1.67375       -8.81506       0.323718
   120.4       -0.40382        1.62845       -6.82751       0.323111
   120.5      -0.245632        1.04174        -4.1806       0.322505
   120.6       0.011492     -0.0428812        1.35442         0.3219
   120.7       0.250334       -1.01786        5.32987       0.321295
   120.8       0.354353       -1.32368        6.50741       0.320691
   120.9       0.295989      -0.602806       0.669086       0.320087
     121       0.232307      0.0210616       -4.40227       0.319484
   121.1       0.305387      -0.626604       0.812829       0.318882
   121.2        0.39026       -1.52962        7.50076        0.31828
   121.3       0.293424       -1.41332         8.2195       0.317679
   121.4     -0.0149344      -0.165492        2.95067       0.317079
   121.5      -0.418579        1.67796       -5.15987       0.316479
   121.6      -0.716503        3.38903       -16.5749        0.31588
   121.7       -0.65424        2.87118       -10.7871       0.315282
   121.8      -0.364157        1.60001       -5.79684       0.314684
   121.9     -0.0159979       0.321763      -0.761906       0.314087
     122       0.282841      -0.607779        3.90105       0.313491
   122.1       0.487542      -0.885965        1.18272       0.312895
   122.2       0.665602       -1.49912        4.01575         0.3123
   122.3       0.756245       -1.67521        3.22352       0.311705
   122.4       0.783746       -1.96134        6.33448       0.311111
   122.5       0.698347       -1.83095        6.44425       0.310518
   122.6       0.482732      -0.986766       0.661338       0.309926
   122.7       0.239746      -0.490196        3.67599       0.309334
   122.8     -0.0603927       0.793952       -3.15442       0.308742
   122.9      -0.259033        1.67923       -8.57431       0.308152
     123      -0.241536        1.24465       -4.17821       0.307562
   123.1      -0.123583       0.583085       -1.99666       0.306972
   123.2    -0.00885903     -0.0736345        3.59019       0.306384
   123.3     -0.0207623       0.554009       -2.78408       0.305796
   123.4       0.025885       0.749149       -7.81629       0.305208
   123.5       0.218024      -0.566035        4.42743       0.304622
   123.6       0.305897      -0.639348         1.4356       0.304035
   123.7       0.353997      -0.875951        3.02737        0.30345
   123.8        0.32922      -0.829386        3.61027       0.302865
   123.9       0.229424      -0.178338      -0.835494       0.302281
     124       0.183788       0.184794       -4.37558       0.301698
